Id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
3946,Feb,4,Saturday,Toyota,Urban,Wednesday,Mar,2,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3946,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3947,May,4,Tuesday,Mazda,Urban,Friday,May,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,3947,13,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3948,Feb,3,Wednesday,Accura,Urban,Monday,Feb,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3948,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,Internal,3 to 5,no change,1 vehicle,1994,Collision
3949,Jan,4,Monday,Toyota,Urban,Monday,Apr,2,Female,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3949,1,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
3950,Apr,1,Sunday,Honda,Urban,Tuesday,Apr,1,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3950,3,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
3951,Mar,4,Wednesday,Mazda,Rural,Thursday,Mar,4,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3951,15,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
3952,Mar,4,Friday,Toyota,Urban,Thursday,Apr,2,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3952,2,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3953,Mar,3,Sunday,Honda,Urban,Saturday,Mar,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3953,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3954,Mar,3,Saturday,Chevrolet,Urban,Friday,Apr,1,Male,Divorced,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3954,5,400,3,15 to 30,more than 30,1,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3955,Mar,3,Tuesday,Mazda,Urban,Tuesday,Mar,3,Female,Married,45,Third Party,Sedan - Liability,Sport,more than 69000,0,3955,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3956,Mar,1,Saturday,Honda,Urban,Tuesday,Mar,2,Female,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3956,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3957,Mar,1,Saturday,Dodge,Urban,Tuesday,Mar,2,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3957,11,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3958,Mar,1,Wednesday,Accura,Urban,Thursday,Mar,1,Male,Married,28,Third Party,Sedan - Liability,Sport,more than 69000,0,3958,11,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1994,Liability
3959,Mar,1,Tuesday,Ford,Urban,Wednesday,Mar,4,Male,Married,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3959,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3960,May,4,Tuesday,Pontiac,Urban,Wednesday,Jun,1,Male,Married,56,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3960,1,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3961,Feb,4,Wednesday,Toyota,Urban,Tuesday,Mar,1,Female,Single,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3961,1,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3962,Feb,3,Sunday,Toyota,Urban,Monday,Feb,5,Female,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3962,16,400,4,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3963,Feb,3,Saturday,Pontiac,Urban,Thursday,Feb,4,Male,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3963,3,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3964,Feb,3,Wednesday,Pontiac,Urban,Thursday,Feb,3,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3964,3,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
3965,Feb,3,Tuesday,Chevrolet,Urban,Thursday,Feb,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3965,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3966,Feb,2,Wednesday,Toyota,Urban,Thursday,Feb,3,Female,Single,29,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3966,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3967,Feb,2,Thursday,Chevrolet,Urban,Friday,Feb,2,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3967,11,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3968,Feb,1,Saturday,Honda,Urban,Wednesday,Feb,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3968,5,400,1,more than 30,more than 30,1,4 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
3969,Feb,1,Friday,Pontiac,Urban,Friday,Feb,1,Male,Single,24,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3969,5,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3970,Jan,4,Wednesday,Mazda,Urban,Wednesday,Feb,1,Male,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3970,5,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
3971,Jan,4,Tuesday,Chevrolet,Urban,Friday,Jan,5,Male,Married,38,Third Party,Sedan - Collision,Sedan,more than 69000,0,3971,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3972,Jul,2,Wednesday,Mazda,Urban,Monday,Jul,2,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3972,11,400,3,15 to 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3973,Dec,3,Sunday,Honda,Urban,Tuesday,Mar,4,Male,Single,0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,3973,2,400,1,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
3974,Jun,2,Thursday,Mazda,Urban,Monday,Jun,3,Male,Single,29,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3974,4,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3975,May,2,Saturday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3975,10,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3976,Mar,5,Monday,Pontiac,Urban,Monday,Apr,1,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3976,10,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3977,Apr,1,Friday,Mazda,Urban,Friday,Apr,3,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3977,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3978,May,1,Friday,Mazda,Urban,Wednesday,May,2,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3978,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,3 to 4,1994,Liability
3979,May,1,Friday,Pontiac,Urban,Monday,May,2,Male,Married,26,Third Party,Sedan - Collision,Sedan,more than 69000,1,3979,3,500,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1994,Collision
3980,Apr,3,Friday,Honda,Urban,Monday,Apr,3,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3980,9,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3981,Apr,3,Thursday,Toyota,Urban,Monday,Apr,3,Male,Single,33,Third Party,Sedan - Liability,Sport,30000 to 39000,0,3981,5,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3982,Jun,5,Thursday,Honda,Urban,Thursday,Jul,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3982,2,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
3983,Nov,2,Tuesday,Honda,Urban,Tuesday,Nov,3,Male,Single,0,Policy Holder,Sport - All Perils,Sport,more than 69000,0,3983,7,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
3984,Nov,1,Tuesday,Accura,Urban,Thursday,Nov,1,Male,Married,64,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3984,4,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
3985,Dec,1,Monday,Toyota,Urban,Monday,Dec,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3985,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3986,Apr,5,Friday,Accura,Urban,Wednesday,May,1,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3986,10,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3987,Apr,4,Friday,Pontiac,Urban,Saturday,Apr,4,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3987,3,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3988,May,2,Tuesday,Pontiac,Urban,Friday,May,2,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3988,3,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3989,Jul,4,Saturday,Mazda,Urban,Tuesday,Aug,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3989,11,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3990,Jul,4,Monday,Pontiac,Urban,Monday,Jul,4,Female,Married,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3990,10,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3991,Aug,4,Tuesday,Accura,Urban,Wednesday,Aug,4,Female,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3991,4,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
3992,Jul,4,Thursday,Honda,Urban,Monday,Aug,2,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,3992,9,400,1,more than 30,more than 30,none,6 years,over 65,No,No,External,none,no change,1 vehicle,1994,Collision
3993,Sep,3,Wednesday,Ford,Urban,Wednesday,Sep,3,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3993,14,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3994,Nov,2,Sunday,Pontiac,Urban,Tuesday,Nov,3,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3994,2,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3995,May,4,Thursday,Toyota,Urban,Monday,Jun,1,Female,Single,22,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,3995,6,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils
3996,Oct,4,Wednesday,Pontiac,Urban,Wednesday,Oct,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3996,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3997,Apr,4,Friday,Dodge,Urban,Tuesday,Apr,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3997,14,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3998,Apr,3,Wednesday,Toyota,Urban,Wednesday,Apr,3,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3998,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3999,May,3,Wednesday,Honda,Urban,Wednesday,May,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3999,11,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
4000,May,3,Thursday,Saab,Urban,Friday,May,3,Male,Married,80,Third Party,Sedan - Liability,Sport,40000 to 59000,0,4000,12,700,2,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4001,May,4,Thursday,Honda,Urban,Thursday,May,4,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4001,10,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4002,Jul,1,Sunday,Toyota,Urban,Tuesday,Jul,1,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4002,14,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4003,Aug,1,Friday,Pontiac,Urban,Tuesday,Aug,4,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4003,2,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
4004,Jul,5,Saturday,Mazda,Urban,Wednesday,Aug,1,Male,Single,27,Third Party,Sedan - Liability,Sport,20000 to 29000,0,4004,9,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4005,Oct,1,Wednesday,Honda,Urban,Thursday,Oct,1,Male,Married,42,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4005,11,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,1 year,1 vehicle,1994,All Perils
4006,Oct,1,Thursday,Pontiac,Urban,Thursday,Oct,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4006,8,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
4007,Nov,1,Saturday,Saturn,Urban,Monday,Nov,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,4007,10,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
4008,Mar,4,Friday,Mazda,Rural,Tuesday,Mar,5,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4008,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
4009,Mar,4,Wednesday,Honda,Urban,Monday,Mar,4,Male,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4009,5,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
4010,May,1,Monday,Toyota,Urban,Thursday,May,1,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4010,7,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
4011,Apr,2,Wednesday,Honda,Urban,Tuesday,May,2,Male,Married,78,Policy Holder,Sport - Collision,Sport,more than 69000,0,4011,10,400,3,more than 30,more than 30,none,7 years,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
4012,Apr,3,Saturday,Chevrolet,Urban,Tuesday,Apr,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4012,11,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
4013,May,3,Saturday,Saab,Urban,Tuesday,May,4,Female,Single,31,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4013,15,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
4014,Jun,4,Friday,Toyota,Urban,Monday,Jun,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4014,12,400,2,more than 30,more than 30,1,7 years,31 to 35,Yes,Yes,External,3 to 5,no change,1 vehicle,1994,Collision
4015,May,5,Monday,Toyota,Rural,Monday,May,5,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,4015,2,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
4016,Sep,3,Monday,Pontiac,Urban,Wednesday,Sep,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4016,15,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
4017,Oct,5,Sunday,Chevrolet,Urban,Tuesday,Oct,5,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,4017,15,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
4018,Jul,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,53,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4018,11,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
4019,Dec,1,Friday,Toyota,Urban,Friday,Dec,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4019,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1994,Collision
4020,Nov,3,Sunday,Pontiac,Urban,Friday,Nov,4,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4020,4,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
4021,May,5,Wednesday,Pontiac,Urban,Friday,Jun,1,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4021,5,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
4022,Jun,1,Thursday,Mazda,Urban,Friday,Jun,2,Female,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4022,12,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
4023,May,3,Sunday,Chevrolet,Rural,Thursday,May,4,Male,Married,49,Policy Holder,Utility - All Perils,Utility,more than 69000,0,4023,14,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
4024,Jul,1,Tuesday,Pontiac,Urban,Monday,Jul,3,Female,Single,26,Policy Holder,Sedan - Liability,Sport,less than 20000,0,4024,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
4025,Jun,2,Tuesday,Toyota,Urban,Thursday,Jun,5,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4025,4,400,1,15 to 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1994,Collision
4026,Aug,5,Wednesday,Chevrolet,Urban,Wednesday,Aug,5,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4026,11,400,3,more than 30,more than 30,1,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
4027,Dec,2,Saturday,Toyota,Urban,Monday,Dec,2,Female,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4027,14,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
4028,Feb,2,Monday,Honda,Urban,Friday,Feb,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,4028,8,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
4029,Jul,2,Sunday,Toyota,Urban,Thursday,Jul,4,Male,Married,49,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4029,4,400,3,none,15 to 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
4030,May,4,Friday,Pontiac,Urban,Monday,Jun,1,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,4030,12,500,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
